UserTags,time,Tweets
Barack Obama,2023-10-23T18:38:18.000Z,I wanted to share some thoughts on what’s happening right now in Israel and Gaza.
Barack Obama,2023-10-23T18:38:19.000Z,"""A Timeline of Israel and Palestine’s Complicated History"" by Nicole Narea"
Barack Obama,2023-10-23T18:38:19.000Z,"""Gaza: The Cost of Escalation"" by Ben Rhodes"
Barack Obama,2023-10-19T20:31:49.000Z,"Ohio, there’s an important election happening right now. 

If you want to protect abortion rights by making them part of your state Constitution, vote yes on Issue 1. 

Visit http://ohiodems.org/yeson1 and make your plan to vote before November 7th."
Barack Obama,2023-10-19T20:31:49.000Z,"And if you’re looking for ways to get involved, join the 
@OHDems
 and make calls to remind folks to vote:"
Barack Obama,2023-10-19T02:34:16.000Z,"Congrats to our back-to-back champs, 
@LVAces
!"
Barack Obama,2023-09-20T16:02:21.000Z,"The 
@MBK_Alliance
 recently awarded grants to 33 organizations in Chicago that are working to lift up and empower young boys and men of color. They’ve been doing some inspiring work.

Take a look at what they’ve been up to this summer:"
Barack Obama,2023-09-19T19:48:06.000Z,"Great news — starting today, Pennsylvania will begin automatic voter registration for folks getting a driver's license or state ID card at the DMV. Hopefully even more states will follow."
Barack Obama,2023-09-19T16:50:43.000Z,"If you want your representatives to support the issues you care about, it’s important to show up to vote in every election.

This National Voter Registration Day, register or update your voter registration at http://IWillVote.com. Then ask your family and friends to do the"
Barack Obama,2023-09-16T14:23:00.000Z,"Fourteen years ago, when the big three automakers were struggling to stay afloat, my administration and the American people stepped in to support them. So did the auto workers in the UAW who sacrificed pay and benefits to help get the companies back on their feet. Now that our"
The Obama Foundation,2023-09-15T22:09:32.000Z,"To everyone celebrating the start of Rosh Hashanah tonight, Shanah Tovah!

: President 
@BarackObama
 greets Elie Wiesel and guests during the Jewish American History Month reception at the White House in 2011."
Barack Obama,2023-09-15T14:41:07.000Z,"If you’re looking to help people impacted by the floods in Libya, check out these organizations providing relief:"
The Obama Foundation,2023-09-14T19:56:13.000Z,"The devastating impact of the earthquake that struck Morocco on Sept. 8 is gut-wrenching. We join the international community in mourning the lives lost, and thanking the people who have answered the call to provide humanitarian relief. 

We've gathered ways you can help below "
Barack Obama,2023-08-22T14:48:59.000Z,"Through the Voyager Scholarship, Michelle, 
@BChesky
, and I are supporting the next generation of leaders pursuing careers in public service.

We're excited to welcome our newest class of Voyagers, and can’t wait to work with them over the next few years. http://obama.org/programs/voyager-scholarship/2023-2025/…"
Barack Obama,2023-08-20T14:15:36.000Z,"Congrats to Spain on their first 
@FIFAWWC
 victory! The U.S. will be back next time."
Barack Obama,2023-08-16T21:47:29.000Z,"It’s now been one year since 
@POTUS
 signed the Inflation Reduction Act into law—lowering health care costs for families and investing in our future by accelerating the transition to clean energy."
Barack Obama,2023-08-16T21:49:14.000Z,"This matters. The heatwaves in the Southwest, the floods in the Northeast, and the devastating wildfires we’ve seen across the country and in my home state of Hawai’i are all reminders that the climate crisis is here. By 2030, the Inflation Reduction Act could help cut carbon"
Barack Obama,2023-08-16T21:49:14.000Z,Joe Biden and Kamala Harris are working every day to deliver a better future and grow the middle class—and the Inflation Reduction Act is an example of the groundbreaking investments they’ve made since taking office. Here’s to another historic year.
Barack Obama,2023-08-16T21:49:13.000Z,"The Inflation Reduction Act is also helping drive a boom in American clean energy manufacturing. Businesses have announced more than 270 new clean energy projects in the last year alone—creating more than 170,000 jobs in 44 states. And more local investments are being announced"
Barack Obama,2023-08-15T18:36:52.000Z,"If you’re looking for more ways to support folks in Lāhainā and on Maui, I hope you’ll consider donating to these local organizations that are providing direct support on the ground: https://obama.org/discover/stories/take-action-hawaii-fires…"
Barack Obama,2023-08-15T00:49:40.000Z,It will take all of us coming together and doing what we can to help those in need in Maui and Lāhainā right now. I hope you’ll join me in donating to the Hawai'i Red Cross today: http://redcross.org/donate/cm/khon2-pub.html…
Barack Obama,2023-08-14T21:48:34.000Z,Michelle and I will always be grateful for Clarence’s friendship and wise counsel. Our thoughts are with his family and everyone whose life was touched by a truly remarkable man.
Barack Obama,2023-08-14T16:02:12.000Z,"With temperatures breaking records around the world this summer, the problem of global warming can seem overwhelming. Here’s a reminder that progress is possible—and it’s critical to vote for those who support bold action to advance a clean energy future."
